,tweet,labels
20213,rt pussi good amp u forget pull ,Offensive language
20214,rt trackinblackkev michelledbeadl shut fuck dumb bitch,Offensive language
20215,rt tracksideonlin track sweep yellow,Neither hate speech nor offensive language
20216,rt transtrenda okay okay tran bird,Neither hate speech nor offensive language
20217,rt trapfui hate dont text first type bitch,Offensive language
20218,rt trapgodcon squad bitch nigga thomasolmstead ,Offensive language
20219,rt trapgrampa fuck ur bitch got bingo,Offensive language
20220,rt traphouseryan damn girl pussi talkin im keel nigga,Offensive language
20221,rt traplord ridin round blowin loud fuck hoe crowd rt takehov lil rees vers lil nigga hip hop classic,Offensive language
20222,rt trapwithronni thot keep say nigga want well bitch wtf els broke non cook ass ,Offensive language
20223,rt gga smh rt hofsportstalk yoo fuckin ego bust pussi,Offensive language
20224,rt gga alabama overr yr last week shown mani chink armor wv gave hell,Neither hate speech nor offensive language
20225,rt trentlilweezi trashm ,Hate speech
20226,rt treszthebest know rt bitch never gonna b happi follow social site,Offensive language
20227,rt trevsoelectr want hot bodi want bugatti better born wealth bitch,Offensive language
20228,rt treyjohnican possum hoe ,Offensive language
20229,rt edham still nig,Offensive language
20230,rt trianglesoul wanna eat weed browni ask self realli wanna spend countless hour watch documentari sea ,Neither hate speech nor offensive language
20231,rt wish made hoe fax id like show hoe fax date girl ,Offensive language
20232,rt trillmnd bitch fuck nigga money know aint buy shit wont fuck broke nigga would give ,Offensive language
20233,rt trillycjuici im realli chill talk everyon im far stuck bitch,Offensive language
20234,rt tristabe use shit aint shit bitch,Offensive language
20235,rt zitlalyl hes beaner nigga,Offensive language
20236,rt trrvvv bitch got birkin dont even car island let alon furnitur,Offensive language
20237,rt truudayyb where get beauti scar tough guy eat pussi  scarfac,Offensive language
20238,rt trvpgxdx jen bitch daquan drop kid todaykeisha bitch dont got kidsjen bitch swallow em ,Offensive language
20239,rt trvpunzil  gt bitch,Offensive language
20240,rt trvvp hoe got chill ,Offensive language
20241,rt trynabefam like your hoe u sleep night,Offensive language
20242,rt tsgnew updat collegian dress yellow teletubbi face charg breakin theft chines food leftov ,Neither hate speech nor offensive language
20243,rt tuitillidi icepick punk bitch blood mosh pit,Offensive language
20244,rt tumblrfunniest throw away paperbal perfect trash ,Neither hate speech nor offensive language
20245,rt tupactaughtmeh uho somebodi find bitch amp fuck aint good dick fuck fat nigga ,Offensive language
20246,rt tupactopus bad bitch get free night weeni hut jrs,Offensive language
20247,rt tupactopus hoe jitterbug,Offensive language
20248,rt tupactopus need bad bitch know treat pokemon master right,Offensive language
20249,rt bitch aint loyal,Offensive language
20250,rt twaimz never scream much like littl bitch fuck video game im leav earth iggby,Offensive language
20251,rt charl manson fiance difficult time plan honeymoon charli cant surf,Offensive language
20252,rt boba  fuck say bitch kill  ,Hate speech
20253,rt twincitytyson bitch hang salti spatoon tweetin cant find good guy ,Offensive language
20254,rt tyleryost guy best brownboyu alexiscarfield ciciphi love nig nog indyfam,Offensive language
20255,rt tylerfuck recent studi shown ur lil bitch,Offensive language
20256,rt tylergposey happi teen wolf here ianbohen get readi bitch slap berzerk ,Offensive language
20257,rt tyleroakley merri christma everyon unless your fuck bitch liter go,Offensive language
20258,rt much coke charli sheen enough kill two half men guess,Neither hate speech nor offensive language
20259,rt umadddt fixitjesus myassholepop bitch nugget fill mcdonald ,Offensive language
20260,rt umadddt claw ass coreystweetnass u see bitch talkin shit twitter public ,Offensive language
20261,rt ugiycuti one two three four mani nigger store,Hate speech
20262,rt uhfrocircus life nigger,Offensive language
20263,rt unanswerdvers bitch ever get ludacriss way,Offensive language
20264,rt unanswerdvers bitch tri kill kendrick lamar vibe,Offensive language
20265,rt unclepalacio sheeeratchet bitch ass nigga squar ,Offensive language
20266,rt weakenednacho california biggest retard dont forget holi releas amaz ep,Hate speech
20267,rt urbandictionari kgod nigger fulli grown niglet  ,Offensive language
20268,rt urinnerdevil ur typic twitter hoe ,Offensive language
20269,rt useemitch mani nigger store knooooooow steal ,Hate speech
20270,rt usmnthistori usmnt day yank advanc groupofdeath despit loss ger,Neither hate speech nor offensive language
20271,rt vackralognn dont know go pancak face bitch twitter get tight everi time,Offensive language
20272,rt bodi thought wed get extra hr sleep brain decid wake hrs earlier brain bitch,Offensive language
20273,rt varepal charli rangel gop believ slaveri isnt rangel flagrant tax evad racist,Neither hate speech nor offensive language
20274,rt veeveeveeveeve obama id call press confer amp slit joe biden neck live tv show cracker mean ,Hate speech
20275,rt velweb thank oneaday make vitamin size fuck twinki love give heimlich maneuv everi ,Offensive language
20276,rt verkannt none bitch judg love dont think would like way,Offensive language
20277,rt versacecum bitch like still everybodi busi,Offensive language
20278,rt versacecum girl use halloween excus act like hoe get away smh,Offensive language
20279,rt versaceezi aint gonna text first cus pride bitch,Offensive language
20280,rt versaceezi date u dont even gotta worri bout talk hoe cus aint got,Offensive language
20281,rt versaceezi said want man pick bitch lucki pick gas price high hell,Offensive language
20282,rt versaceezi side hoe make us offici ,Offensive language
20283,rt verseunansw bitch frozen ever let go,Offensive language
20284,rt verseunansw bitch frozen ever build snowman,Offensive language
20285,rt vexedment draya realli catch tan son look window like ikea monkey everybodi trick ,Neither hate speech nor offensive language
20286,rt vickstarisabel kyleighhmarie tezcapon type bitch lmao yass,Offensive language
20287,rt vickybeanmr girl go talk hoe game strong,Offensive language
20288,rt vickybeanmr live world full unloy hoe amp ugli nigga ask hug,Offensive language
20289,rt vickybeanmr u yo main bitch see yo side bitch public ,Offensive language
20290,rt vincestapl news bitch cook,Offensive language
20291,rt vinehumor flappi bird take life hear bird crash everi time someth goe wrong ,Neither hate speech nor offensive language
20292,rt vinnycrack bitch got itun term condit tattoo ,Offensive language
20293,rt sen harri reid list thing republican block senat  via townhallcomh ,Neither hate speech nor offensive language
20294,rt virleehol cbinflux well sure heck know read im read trash right almost everyth ive heard ,Neither hate speech nor offensive language
20295,rt vntonx suck duckthot lol look like ur autocorrect chang dick ducki meant said bitch ,Offensive language
20296,rt vodkapapixo weedcloudz god drake trash thank,Offensive language
20297,rt vodkapapixo black girl never guess caus dont call hoe sell drug shoot nigga well,Hate speech
20298,rt lliam whackko yall boyz fri fuck dat pussi nigga blue doe,Offensive language
20299,rt walkerkpt predict obama leav democrat parti shambl oh gosh hope payback realli bitch,Offensive language
20300,rt walkinghashtag dumbcollegefun mean girl honest bitch truth jacklynannn,Offensive language
20301,rt walshnyc world cup team jihadi root  versharma vocativ ,Neither hate speech nor offensive language
20302,rt warningfragil everyon alway say girl realli bitchi boy fuck inconsider bitchi cunt actual ,Offensive language
20303,rt washingtonpost china bird flu outbreak good sign bad sign bad sign ,Neither hate speech nor offensive language
20304,rt wastedsatan ane cunt,Offensive language
20305,rt waymoflydenu yall hoe hurri singl mother,Offensive language
20306,rt wbkaylaa fake bitch  hey girl ,Offensive language
20307,rt wcvbkelleyt lot tweet media tonight elect night food record chees amp cracker ,Neither hate speech nor offensive language
20308,rt weakenednacho last thought bed mock elect rd grade vote perot mayb relat ,Neither hate speech nor offensive language
20309,rt wegomakeit pussi pussi pussi smell ya frum bout mile ,Offensive language
20310,rt weirdstyl hoe lmfao,Offensive language
20311,rt whaddoyoumean mani bitch shadi,Offensive language
20312,rt whatupwxl vivalakash got dhem hoe ,Offensive language
20313,rt whiskeyqueeen nigga aint shit hoe dick,Offensive language
20314,rt whisperdispatch charli wear dont tread flag pin everi dem show congress wear ,Neither hate speech nor offensive language
20315,rt whitbreezi get cold beer hand aint mistakin cant hide redneck side,Neither hate speech nor offensive language
20316,rt whiteboytat shout girl wear holi cross leg got pussi that full sin,Offensive language
20317,rt whothatbela rais asia lil bitch could danc bruh ,Offensive language
20318,rt aaadontplayi lmfao hick ,Offensive language
20319,rt willgoesham love bad bitch that fuckin problem ,Offensive language
20320,rt ratchet hoe wear flip flop curl turn black like soul slave walk,Offensive language
20321,rt yo girl pussi stank soloexmachina tweet stink rt suck thing faith bitch ,Offensive language
20322,rt wilw even shorter charli sheen move mel gibson,Neither hate speech nor offensive language
20323,rt winksosa aintshitsweet rakwonogod nigga mess wrong bitch threalesco,Offensive language
20324,rt wintervphillip steal bitch,Offensive language
20325,rt wisdomspew stupid redneck anim husbandri mean get hitch blue tick hound misti,Hate speech
20326,rt wishfull big booti bitch stagbechillin ass rt idoclyf tit,Offensive language
20327,rt wittybigtwitti use word cunt loos,Offensive language
20328,rt wizkhalifa current take ur bitch brain creativ wierd,Offensive language
20329,rt wizkhalifa east coast there color hair everywher must sweetest wave ever,Neither hate speech nor offensive language
20330,rt wizkhalifa respect man vision gang bitch follow,Offensive language
20331,rt wizkhalifa share feel iss hoe shit keep,Offensive language
20332,rt wizkhalifa woke sleazi im bout make day bitch,Offensive language
20333,rt wleerpcv chines social media feed total hysteria onset bird flu amp recent dead pig river shang ,Neither hate speech nor offensive language
20334,rt wojtata fuck fuck skank ass cunt,Offensive language
20335,rt wojtata huntley high school retard high school ever,Offensive language
20336,rt woodpusha bitch tri give dick hickey,Offensive language
20337,rt wrong fa laughin dem nicca st cryin n interrog hell pussi ass ,Offensive language
20338,rt use buy tee n wear dem bitch lame ass lol,Offensive language
20339,rt im steadi hearin bout suppos tuff street nicca gettin fuccd n dey ass smh gay smh sad ,Offensive language
20340,rt aint een kno bitch,Offensive language
20341,rt woridstarcomedi your stress someon realiz got hoe  ,Offensive language
20342,rt enough mind fuck pass fuck nacho cunt,Offensive language
20343,rt worstbehavior dont give bf head your lame bitch hes probabl cheat bitch suck shit ,Offensive language
20344,rt wrongmusicvin musicthatdoesntmatch hoe aint loyal ,Offensive language
20345,rt wrongwaybennett southern know differ redneck white trash,Offensive language
